data,Benchmark,MeanVariance,MeanVariance_cd,CLA,CLA_cd,HRP,HRP_cd,nonconvex,nonconvex_cd,random,equal_weight
2020-05-31,0.14505311768507667,0.33165276575731495,0.5160906227794709,0.3176230082293442,0.5240765439974737,-0.002684366230284785,-0.06987830692786645,-0.030777606920051825,-0.020614956147351537,0.10818768954395008,0.20562158945765385
2020-06-30,0.15961425121778472,0.4285689700746429,0.4952488408022293,0.4153936745792125,0.5032536688898536,0.04474773452980563,-0.03870059360710554,0.009432445360248565,0.018960852537013184,0.1870399547320153,0.23961841726739652
2020-07-31,0.2081304643616002,0.5547799812363741,0.6035600942441977,0.5430388330139294,0.6253969693453613,0.1342522665999918,0.03678749091163247,0.08729937122586828,0.0950162220998968,0.25348972800190384,0.3880635631968945
2020-08-31,0.266208040633815,0.6231259101639477,0.7050847251698322,0.6122300771273709,0.7364094873887385,0.17619596500193613,0.0909881184639737,0.1384422844206301,0.14685763078512093,0.295666625604445,0.4823708654065726
2020-09-30,0.23470675298052546,0.5367064475701252,0.6145865318413896,0.5269255610342027,0.6411811050851312,0.12723209934823398,0.036448312500129476,0.08354459459712404,0.09238843346032422,0.24546420528806578,0.4140976049051788
2020-10-31,0.21385295008025906,0.4750080031158207,0.5349517683378694,0.4658992462464443,0.5604648731260053,0.10843455919524636,0.012053736560560302,0.06447434281212716,0.07045843127560802,0.22912089451880568,0.37420958497389734
2020-11-30,0.3044398714820278,0.5706020077619055,0.713473099344032,0.5608062312727927,0.7412473794093029,0.15761398152589445,0.0774149260732403,0.14514861185462824,0.15854301591454978,0.3573529610123207,0.4916376584346318
2020-12-31,0.3357944496772445,0.6020453786518788,0.728874040166044,0.5926995665675628,0.7566857231694379,0.18617305689713814,0.1106791098142571,0.17831174761321977,0.19136049449573034,0.39179668835271153,0.5200526095302525
2021-01-31,0.3271148738209759,0.530540875954244,0.6914350698271036,0.5220859222060119,0.718682121724912,0.15403964673097648,0.08903688089795048,0.15348045954909417,0.1696108363303649,0.3623840578749009,0.49035994130814975
2021-02-28,0.35075491415623583,0.6052434067011447,0.6609780176973633,0.5952885852976257,0.6870778791656534,0.17117252619336132,0.10037769976024902,0.18050613768309987,0.1942862415460208,0.39719343689786446,0.4930755214117991
2021-03-31,0.389492669995962,0.6335199011051671,0.6276113525935049,0.623613897427836,0.6520969819721685,0.25164386844521147,0.17413450935181252,0.24706325112185779,0.2570446349011076,0.4598635379398832,0.5058864620385247
2021-04-30,0.4337199951586421,0.6441219020695803,0.6533010349348357,0.6334998852221778,0.6794984254658438,0.27288019617899206,0.18949419167408998,0.26620515669608324,0.27614106577542896,0.4865296590469117,0.5466724584274502
